2July2010STUPAK45	BART_STUPAK_29360	waterways continues group lawmakers lakes urge aggressive actions lakes threat asian carp led sponsoring permanently prevent asian carp invasive species entering lakes waterway system introduction asian carp lakes devastating effect unique ecosystems capture reinforce prevent asian carp threat lakes remain vigilant preventing asian carp entering lakes committed parties levels 29 group lakes called asian carp regional coordinating aggressive steps stop carp migrating lakes lawmakers urged immediately strengthen electronic barriers place pursue strategy permanently separate basin prevention asian carp sponsored require army corps engineers conduct expedite study detailing engineering options determine permanently separate waterways army corps required begin study 30 enactment progress months 12 months full study completed 18 months enacted monitored council environmental quality timely completion successful prevent asian carp lakes require strengthening place short effective solution environmentally economically sustainable partner lakes aggressive defend asian carp dangerous invasive species obama audio discussing asian carp lakes
24June2010CAPPS37	LOIS_CAPPS_29774	capps grant subpoena investigating bp oil spill 5481 established executive order based capps introduced bp devastating oil spill recommendations prevent mitigate impact future spills result offshore drilling committed full cooperation mandate give subpoena executive order give essential investigatory tool passed vote 420 subpoena absolutely essential ensuring bp involved spill expected begin investigation coming weeks subpoena access evidence bp private entities undertake complete inquiry spill meaningful recommendations prevent similar disasters deserve accurate timely explanation circumstances decisions resulted disaster impacts felt decades granting critically tool comprehensive independent subpoena lessons learned practices changed future disasters averted capps powers answers deserve disaster markey bp transocean party prevent wrong ocean jeanne shaheen introduced 3462 attempts bring unanimous consent repeatedly blocked republicans capps prepared delivery included honorable capps 5481 23 2010 madam rise give bp oil spill subpoenas chairmen consideration tireless markey earlier basis order place bringing 5481 witness destruction affecting livelihood environment full investigation conducted answers responsible devastating oil spill subpoena stone unturned enable full truth disaster occurred committed full cooperation give subpoena required investigation expected start vital tools job repeatedly oil drilling risk find caused bp disaster prevent disaster happening subpoena accomplish goals affected recover madam subpoena bp wholly crisis unlike gush oil bp controlled flow spill regularly stonewalled requests independent researchers accurate timely bp failed amount oil spilling bp failed safety data scientists bp failed prepare capture oil simply put bp behavior raises doubts willingness full accounting wrong bp transocean private entities compel disclosure complete access passing responsible thing consistent investigations previous disasters mile madam deserve explanation circumstances decisions led disaster comprehensive independent subpoena lessons learned practices changed future disasters averted urge supporting subpoena parties accountable taxpayers successfully clean
31July2010COLE9	TOM_COLE_20344	clear simply bad democrats exploiting bp spill impose taxes bureaucracy raise costs consumers kill increase dependence oil guarantee thing prevent future spills discourage exploration independent spill promote independence wrong approach
18November2010GALLEGLY2	ELTON_GALLEGLY_15413	animal crush video technical change demanded democrats law agrees stop creation distribution videos abuse killing animals crush videos passed 416 vote passed slightly modified version unanimous consent passing version passed resolution agreeing version amendment makes law amendment strip makes crime jail attempt conspire distribute crush video statute crime conspire violate criminal law jail stripping version impact heads clear revisit lame duck session meaning dead session passed crush video law 1999 law effectively shut crush video recent court rulings 1999 law broad crush videos market cruelty animals step leading violence torture defenseless animals allowing videos widely sold potentially putting human lives risk lame duck session unable reach agreement
2January2010MILLER121	CANDICE_MILLER_20331	wall consumer 2009 defeat terminate troubled asset relief tarp reiterate law dollars repaid tarp fund pay debt recently obama outlined administration plan tarp spending add deficit tarp bailout wall secure financial purpose promised financial institutions loans repaid returned treasury reduce deficit administration leaders beginning spending remaining returned tarp items unrelated strengthening financial system simply continuing bailout private businesses demanding reduce massive budget deficit opportunity priorities decided bailouts voted wall bailout concern massive amounts debt future generations incurred trillion deficit 2009 similar deficit struggling tighten difficult spending fiscal responsibility demanded unfortunate
27July2010BACHUS19	SPENCER_BACHUS_29301	oil spill incident staging biden suit biden incident commander admiral thad facility met fishermen business owners affected spill biden short stay trip mid encouraging included directly impacted crisis simply conducting photo trip due votes heart personal stories expressed suffering dramatic drop business result spill approach 100 blow deepwater horizon frustration slow pace bp handling clean claims processing summer hanging economic environmental recovery states dialogue administration oil shut businesses cherish wellhead capped learned positive developments gushing deepwater oil recent bp successfully temporarily capped wellhead equally encouraging announcement returned concern impact hurricanes tropical storms ongoing skimming permanently close strengthening tropical storm bonnie test containment clean containment attention finally directed ongoing clean beaches environmentally sensitive areas daunting impact spill felt clear administration guard expect treat spill clean ongoing economic recovery highest level urgency oil longer flowing underwater assault weeks contacted obama incident commander admiral thad epa director express delays deploying oil called administration remove bureaucratic barriers preventing oil skimming vessels clean battle months passed blow excuse delays deserves share oil gas royalties oil spill dramatically demonstrated oil producing states directly impacted thousands offshore accounts total oil production states oil drilling forced shoulder greater risk adequate compensation 2006 passed security setting 38 percent royalties oil natural gas drilling leases oil producing states law royalty payments start flowing 2017 oil drilling states offset negative impact spill pay limit damage future oil spills supporting speed payment oil gas drilling royalties states apply oil gas vital production appropriately compensated risk 800 288 8721
28May2010SESSIONS19	PETE_SESSIONS_29759	wasteful distance routes amtrak sessions 26 introduced require amtrak eliminate distance routes total costs exceeding total revenue running record deficits spending amtrak taxpayer funded train sessions amtrak americans hard earned dollars inefficient unsustainable business practices accountability 1997 passed amtrak accountability 105 required amtrak operate subsidies 2002 past deadline amtrak continues run red receiving billion taxpayer dollars amtrak worst offenders distance routes 400 miles fifteen distance routes operates loss costing taxpayers 386 sunset limited amtrak worst performing distance route put taxpayers hook 27 eliminating distance routes loss ratio impact 15 distance routes 2009 amtrak financial sessions introduced amtrak study sunset dedicated uncovering eliminating waste sunset programs taxpayers paying millions businesses responsible decisions cut costs increase efficiency balance books sessions taxpayer dollars safety amtrak incentive improvement amtrak draws accountability forcing amtrak start eliminating inefficient fiscal responsibility start past
23March2010MARCHANT9	KENNY_MARCHANT_20532	3590 4872 tonight votes future generations americans buried underneath debt end sight goals cut spending cut growth rate spending order takes courage courage easy consequences sooner debt repaid medicare social security bankrupt distant future unwise massive entitlement republicans common ground moderate democrats improve care system heralded summit ended honest attempt commonsense sides aisle agreed achieved ultimately vote administration massive welfare dependent concerned lives taking sectors private heavy hand citizens considered practical consequences moving trillion dollar largest increase history boon abortion lobby taxpayer dollars promote perform abortions doctors rightly concerned provisions lack tort mandate buy insurance invite legal challenges constitutionality foreseeable future cuts deficit truth order assume 21 cut medicare reimbursements doctors costs 300 billion remedy fixed assume voluntarily cut 500 billion medicare happen remember parliamentary considered deem rule utilized reconciliation forget deals
31March2010LEVIN53	SANDER_LEVIN_15033	attending ceremony barack obama key reforms law obama motion positive reforms strengthen security educational opportunities hardworking twin pillars economic growth pave millions americans lead healthier productive lives strengthen ability compete win internationally landmark reforms law put seniors pockets close medicare prescription drug donut hole faster limit scope excise high cost insurance plans class access high quality affordable care millions law strengthens workforce stood move healthier educated waysandmeans
21January2010POSEY9	BILL_POSEY_20909	include budget sufficient nasa human flight order close gap maintain lead exploration specifically posey requests include shuttle flights 2010 budget plans fiscal 2011 2010 locked flight gap bold decisions budget posey amount equal stimulus fly shuttle close gap posey advocate continuing shuttle nasa commercial human launch vehicle introduced 1962 authorize sufficient fy 2011 budget nasa end shuttle flights conclusion international station iss assembly missions 2011 posey united states leadership nations lock sole reliance fly astronauts iss vehicle process posey full
16January2010DELAURO195	ROSA_DELAURO_29109	fda stating bisphenol bpa industrial chemical plastic products children bisphenol bpa hard plastic bottles metal based food items decades potential dangers bpa dismissed completely reassuring fda acknowledging concern effects infants children urge fda aggressively
28August2010FATTAH24	CHAKA_FATTAH_29559	omnibus fiscal 2010 500 000 block avoid
18February2010MARKEY142	EDWARD_MARKEY_14435	anniversary obama signing law recovery reinvestment plunged worst economic recession depression markey urgent needed respond crisis passed recovery reinvestment obama landmark law recovery cops beat teachers classroom put bridges weatherizing homes businesses recovery created saved relief 95 percent americans estimated 230 000 7th benefitted making pay economic crisis 12 months undue failed economic policies bush administration recovery helping turn struggling feet markey markey twin climate highlighted clean provisions recovery key component shift dependence oil celebrated saved making investments clean doubling output efficiency weatherization projects recovery created save businesses electricity bills billion grants awarded educational institutions 20 states fund 48 advanced battery electric auto projects creating target 40 percent advanced battery market 2015 recovery wind past growth projections grew capacity 40 percent investing projects schools buildings lower costs taxpayers budgets 10 billion efficiency investment buildings save taxpayers billion creating savings based impact recovery felt weatherizing homes save average 350 bills cutting costs included provision authored markey include vital privacy protections patients electronic medical amendment requires medical records unauthorized users transmitted stored devices flash drives similar items markey pushed
9February2010MURTHA1	JOHN_MURTHA_14072	hospital 77 1974 dedicated military halls marine vietnam war combat veteran past 2010 longest complete biography
27February2010ARCURI88	MICHAEL_ARCURI_20736	amendment intelligence authorization 2701 aims strengthen cyber security capabilities sharing agencies amendment passed unanimous require submit detailed newly created cybersecurity programs amendment sets preliminary framework administration cybersecurity programs consistent legal preserve individuals reasonable expectations privacy amendment continues enhancing cyber security capabilities cyber terrorism threats order adequately amendment 24th uniquely positioned fight cyber threats businesses agencies cyber security continuing growing threat cyber terrorism obama administration intelligence begin unprecedented cybersecurity programs cutting edge technologies legal privacy challenges amendment follow developments closely gain deeper broader understanding cybersecurity establish effective framework amendment 3rd 2010 led debate tomorrow cybersecurity tasks agencies implementation strategic plan cybersecurity activities incentives students attain degrees cybersecurity fields intelligence authorization 2701 included cyber security amendment passed
18September2010STARK22	PETE_STARK_14053	gas electric pg bruno gas explosion high risk pipelines pg plan inspect replace high risk gas safety top concern hearing details pg plans replace risk gas usa 17 2010 gas electric corporation market writing behalf potentially dangerous natural gas pipelines aftermath 9th tragedy bruno concerned pipelines live concerned 107 131 fremont pg 18 2009 testimony utilities highest risk replaced 2014 recent safety evaluations detail steps pg plans future inspect repair replace high risk attention matter political swift inquiries
20January2010CULBERSON57	JOHN_CULBERSON_20139	republicans democrats plagued question catch necessity savvy fundraising recent indicator causing daily moulitsas reminds hackett moulitsas twitter referring special election 2005 hackett liberal grass roots hackett campaign prepared future elections hackett lose grass roots conservatives learning organize twitter tool social network created 2006 rose 2008 2009 conventional wisdom learning fastest study study attorney based relations firm ranked lawmakers followers clout posts mentioned cited specifics reveal lead followers volume influence wide 132 lawmakers twitter 89 republicans 43 democrats 25 14 11 democrats active 29 162 tweets 2010 democrats volume gap telling followers clout followers 18 top led clout rank top 10 terms followers 8th democrats ranked top 10 terms clout numbers bit closer makes sense trailed adopting tool 2008 inspired twitter movement live video pelosi democrats voted adjourn dealing dismay mccain demint chamber leading mccain followers demint led clout tweeter race democrats top 10 followers top 10 clout leading tweeter claire mccaskill 34 followers trailed demint clout led tweets mccain twitter account election win mastery twitter indicator traditional tactics bold comprehensive strategies
16June2010PETRI28	THOMAS_PETRI_14675	2011 establish study effective rates imposed low income introduction occur 19 participate sand homecoming event stevens recognize 200 soldiers 32nd red infantry brigade combat team bills reach business lending fund 5297 stimulus priced 33 billion fy 2010 war supplemental proposed 84 billion 33 billion rest stimulus spending disclose 5175 designed respond recent citizens united supreme court 16 aviation participate hearing proposed united continental airlines 17 participate hearing inspector standards higher erickson junior high 6th high art erickson painting season displayed 19 participate guard event stevens returning troops 20 plans
25September2010BISHOP3	SANFORD_BISHOP_29339	5297 business establishes 30 billion business lending fund united states treasury banks holding 10 billion assets increase business lending invests billion grants 15 billion business lending successful programs vote 237 187 sending signature businesses hit hard recession losing 2007 grow supports entrepreneurs businesses easing robust incentives investment bolster business americans passed version 5297 cuts double enhance business expensing extend bonus depreciation 100 exclusion gains investments business double deduction start expenditures employed taxpayers deduct costs payroll purposes 16 2010 hosted business lending forum brought businesses banks profit business administration strategies securing business loan challenging economic climate 27 businesses 000 face lack lending standards business loans financial crisis 2008 bush
17July2010TAYLOR32	GENE_TAYLOR_15637	increase coverage residential commercial properties amendment prohibit insurers excluding wind damage administer flood insurance policies beachfront hurricane katrina champion homeowners wind water debate insurers specifically farm insurance avoid paying wind damage 95 percent damage wind percent water private insurance adjust claims insurance flood insurance water policies typically cover policyholders wind damage effect insurers buried policies authorize payment federally covered water damage pay farm recently longer participate flood insurance multi peril peril angered multi peril passed wind nfip ruled considered debate ruling voted procedural vote rule nfip repeatedly extended short terms recently authorized 30 authorize 30 2015 flood insurance raises coverage limits 250 000 000 contents 100 000 135 000 properties 500 000 670 000 phases subsidies vacation homes delays mandatory purchase resulting flood maps phases rates newly areas lawmakers warned 19 billion red hurricane katrina financial footing lawmaker failed 250 consumer advocacy largely sponsored financial housing opportunity battling attest devastating impact requires flood insurance americans reauthorize improvements protections accountability provisions criticized consumer groups insurance backed groups provisions nfip designed failed live promise consumer federation insurance director administrator insurance insurance administration sort monster encouraging subsidizing unwise millions consumers misled thinking homes businesses harm fema completely process updating flood insurance elements group backed weaken requirements purchase
30March2010LATHAM20	TOM_LATHAM_29522	loophole makes difficult guard served active deployments collect retirement pay 2008 authored reduce retirement age guard months 90 spent active aimed retirement guard equitable active counterparts unintended technicality implementation caused exclude periods count retirement fiscal causing guard lose retirement introduced correct technicality reserve retirement deployment correction guard retirement spent active career measured 90 fiscal guard deployments span fiscal occur fiscal total 90 retirement entitled guard reserve changed immensely decade soldiers play military overseas owe retirement benefits reflect incredible sacrifices simply removes technical glitch keeping guard retirement benefits earned recognition sacrifice serve guard reserve honor correct technicality prevents guard reserve receiving full retirement extensive amounts active war guard reserves invaluable assets security war recent increased demand active servicemen women endure personal sacrifice enactment reserve retirement deployment correction selfless recognized appropriately served
26January2010CHANDLER15	BEN_CHANDLER_20326	obama coach calipari wildcats basketball team congratulating raise haiti wake devastating earthquake 12 2010 coach calipari called haiti raised total humanitarian relief haiti tough grateful contribute generous donations prayers honored represent uk privilege congratulate uk wildcats coach job success charitable undertaking victory team basketball history coach calipari uk wildcats 30pm wildcats play
13January2010SMITH44	CHRIS_SMITH_14863	dealings chinese enable called leaders finally vote global gofa passed multiple committees previous brought vote pelosi called prevent repressive governments seek conduct surveillance citizens order find capture torture engaging democracy promotion human advocacy held hearing 2006 google yahoo testified transcript hearings open commercial opportunities access vast amounts honest personal exploration knowledge communication weapon longtime human advocate pillars survive propaganda secret police supports turn eye human abuses business business attitude responsible global knowingly hand journalists educators religious leaders political opponents oppressive regimes advocates human democracy face threats governments political censorship guidelines businesses clear collaboration surveillance oppressive regimes gofa 2008 brought introduced gofa 2009 numerous human groups provisions gofa include disclosure data business repressive countries block complying policies countries search engine results protections personal identifying accounts recordkeeping demands personal users notification attorney prevention blocking web sites establishment global promote expression submit designate governments substantially restrict executive branch waiver provisions granting flexibility proposed law aimed ending collaboration repressive regimes concern products put opponents countries jail attorney order comply reasonable demand legitimate law enforcement purposes political religious dissidents passed 2008 brought leadership bring vote stake business offering open paths communication technologies citizens speak sponsors include 01 10 27 46 05 11 personally identifying human activists secret police censor human democracy activities modeled groundbreaking practices gofa responsibility confidence business responsibilities private sector 2006 hearing revealed extent leading directly knowingly enable repressive states censor dissidents cyber dissidents gofa introduced group formed global network initiative gni attempting creating standards respond repressive governments gni step direction stop blocking web sites controlling search engine results answering secret police subpoenas identifying dissidents
28May2010CARTER28	JOHN_CARTER_20356	accomplish coverage administration security proposal 24 000 short needed orders shoot fired guard combat veterans iraq afghanistan put end killings raises rifle direction guys ready light couple start law order 200 troops 000 miles 000 guard wasn bush 2007 200 administration photo 100 000 guard violence spilled situation 25 000 start suggest 1200 shows disingenuous position securing drug gangs shooting patrol officers civilians property securing political security presidents obama calderon start putting
28May2010CRENSHAW26	ANDER_CRENSHAW_20111	veterans wall cemetery memorial event serve featured observance holiday memorial individuals honor servicemen women paid ultimate sacrifice remember troops fight locations globe valiant soldiers past stand forefront thoughts somber selfless devotion special deserves remembrance thoughts ceremonies held honor memorial ceremony laying cemetery moving reflection paying respects fallen recognize fighting military veterans met thoughts hometown military tradition commands installations security servicemen women live forces patriotism finest gather remember history faces passed place moment owe gratitude live pay tribute
4February2010BOEHNER229	JOHN_BOEHNER_29137	leadership discussed obama trillion budget proposal spends taxes borrows leaders political problems focused message accurately pelosi reid message concerned takeover care find budget simple spends taxes borrows kids grandkids budget caps spending caps job killing agenda spend rate spending borrowing rate businesses borrow find
15April2010ARCURI64	MICHAEL_ARCURI_20736	221 670 safety enhancements 2009 firefighters grants afg fire purchase 77 sets turnout exhaust system fire departments fight fires organized fire grant writing workshops homeland security fire departments purchase rescue vehicles ability improvements equipment facilities rescue fire fighters equipped job makes safer contributes greatly safety afg grant firefighters required personal protective equipment turn saving protecting fire departments greatest asset firefighters fire ronald grant vehicle exhaust extraction system environment healthier place visiting announcement marks announcements 2009 afg total 21 fire departments awarded 2009 afg homeland security dhs afg awards grants areas safety training equipment wellness fitness safety modifications facilities vehicle acquisition departments purchase types rescue vehicles ambulances hazardous materials clean vehicles tankers pumper trucks dhs announcements coming weeks hosted fire grant workshop lead fema regional fire grant specialist emergency responders apply grants afg taking 2007 held fire grant workshops assisted 90 fire departments securing approximately afg fire departments interested applying afg grants attend fire grants workshop encouraged 315 793 fire departments afg 2009 volunteer fire company safety 32 182 fire safety 69 fire safety 35 255 fire safety 38 950 fire safety 125 fire safety 31 350 volunteer fire company vehicle acquisition 190 000 fire safety 48 joint fire safety 21 613 fire safety 82 candor fire safety 45 315 fire company safety 84 fire safety 41 fire vehicle acquisition 261 250 fire safety 42 386 fire safety 35 company safety 47 975 fire safety 77 fire company safety 42
13February2010CAPPS70	LOIS_CAPPS_29774	anniversary tragic murder moments honor shot fellow student oxnard died police classified murder hate crime fifteen events held hundred 50 states held honor death continues remind violence harassment directed lesbian gay bisexual transgender violence unacceptable painful schools believes children deserve bullying harassment discrimination violence honor lgbt students encourage student discrimination establishes comprehensive prohibition discrimination schools based actual perceived sexual orientation gender identity bullying students equal educational opportunities high rates absenteeism adverse consequences academic lgbt youth interference bullying discrimination leads threatening violence suicide engage discriminatory treatment behavior lgbt students constitutional infringed owe children environment effectively memory steps
22March2010PELOSI379	NANCY_PELOSI_15448	tonight historic insurance passed version insurance vote 219 212 signature law improve passed vote 220 211 remarks gentleman yielding bringing moment humility pride tonight history progress applause joining established social security medicare tonight care americans applause honor founders declaration independence endowed creator unalienable pursuit happiness lead healthier lives pursue hopes dreams happiness proposal honors traditions applause tonight extraordinary leadership vision barack obama applause unwavering care americans leadership recovery reinvestment investments innovation care budget months budget allocated system created lowered taxes class reduced deficit pillars investment care care equal opportunity applause tonight word describe opportunity investments care continuation budget unleash tremendous entrepreneurial imagine society change losing insurance employed start business imagine follow talent worry children insurance child diabetes existing medical condition job locked entrepreneurial spirit applause care system insurance system insurance system unsustainable simply afford simply terms delivery bankrupting spiral increasing medical costs behalf budgets behalf budget care applause strengthen medicare improve care benefits seniors tonight care applause strengthen economic security care applause competitive innovation unleash entrepreneurial spirit care applause tonight care 32 americans care insurance insurance spared insurance obscene increases premiums policies illness cutting policies fully paying sick care reforms insure 32 affordable class end insurance company discrimination based existing conditions improve care benefits medicare extending medicare solvency decade creating healthier prevention wellness innovation saving taxpayer trillion dollars applause tip neill tonight care americans personal personal wrote choose buying groceries doctor personal refused coverage child existing condition coverage child worse personal women woman longer existing medical condition applause personal gentleman met wife bed 16 pay medical bills grown cry worried lose lose medical bills pay embarrassed children heard personal millions bankruptcy weight rising care costs high percentage bankruptcies caused medical bills pay personal 45 000 americans loved couldn insurance humbled millions americans recognize urgency passing care 350 americans age endorsed coalition ranges aarp improves crack fraud waste medicare strengthening medicare seniors future generations repeat improves crack fraud waste medicare strengthening future generations seniors medical catholic united medical united church voices children sending clear message care applause historic moment extraordinary leadership hard dedication recognize esteemed chairs bringing acknowledge applause acknowledge committees leadership remarkable job knowledge applause close care acknowledging leadership edward care applause obama passed died wrote access care unfinished business society applause debate 200 amendments votes 200 amendments applause debate hearing calls millions americans historic moment opportunity complete unfinished business society insurance americans privilege applause wrote stake stake details character americans honored character honored founders pursuit happiness colleague chosen chosen opportunity urge opportunity stay social security medicare care americans urge joining passing insurance
13July2010CUELLAR25	HENRY_CUELLAR_20533	application process veterans filing post traumatic stress disorder ptsd benefits care procedures effective significantly reduce veteran submit claiming ptsd leap supporting veterans women care benefits deserve uphold obligation honorably served easier veterans treatment financial ptsd previously veterans specific combat experience ptsd symptoms veterans required evidence served war zone conditions contributed post traumatic stress expects rule reduce amount takes ptsd related claim processed 400 000 veterans receiving compensation benefits connected ptsd ptsd medically recognized anxiety disorder connected developed experiencing witnessing traumatic event death injury solemn obligation women honorably served suffer devastating emotional wounds war veterans shinseki final regulation veterans benefits benefit veterans
5March2010FRANK9	BARNEY_FRANK_14824	called director law enforcement division oceanic atmospheric administration noaa fishing step position revelation inspector zinser shredded investigation ig conducting overly aggressive unfair managed law enforcement fishermen economic decided noaa swallow destroying transparency accountability matter step noaa reputation credibility affect urge thing step duties director law enforcement reviewing inspector convinced question tenure needed discussed revelation makes clear fishing law enforcement essential fishing expected confidence law enforcement process supervised repeatedly questioned leadership capabilities sufficient reason resign evidence longstanding deficiencies law enforcement yesterday shredding lubchenco remove pending final ig reorganization fishing deserve treated common criminals shredding conduct simply tolerated enforcement actions maintain highest standards command fishermen investigation inspector initiated addressed noaa administrator jane lubchenco 1st 21st include director shredded revealed inspector persistently pushed equitable regulations fishing overly aggressive enforcement existing regulations testified committees arguing reconsideration
30September2010CROWLEY20	JOSEPH_CROWLEY_29925	nysdoh extend certificate square medical nywsmc ending debate status fought tirelessly hospital open calling hospital administrators doctors activists thrilled thing extending certificate square medical suffering lack medical facilities keeping hospital ensuring care conjunction klein fought hard behalf nywsmc hospital concentrate solely helping nywsmc 12 hospitals recommended closure panel created legislature statewide efficiency system 12 recommended hospitals closed recommendation nywsmc operate temporary hospital system nywsmc presented viability plan nysdoh past lays path require investment nywsmc considerable interest entities nywsmc proven viability glad finally recognizes significance
30September2010NAPOLITANO2	GRACE_NAPOLITANO_29903	75th anniversary dedication dam prosperity enjoy water electricity supplied dam agricultural reservoir economic resource recognize 75 successful
